loan_id,customer_id,name,loan_amount,emi_amount,emi_paid,total_emis,due_amount,last_payment_date,repayment_status,recovery_action,payment_method
254182,81613,April Dickerson,488645.81,18794.07,18,26,150352.56,07-10-2023,On Time,Legal Notice,Credit Card
244906,86918,Scott Miller,502749.25,14364.26,30,35,71821.3,10-05-2024,Late,Legal Notice,Cash
873674,65672,John Mendoza,822097.45,48358.67,1,17,773738.72,12-10-2024,Defaulted,None,Credit Card
971419,53180,Erin Oconnor,479535.27,17126.26,24,28,68505.04,21-05-2025,Defaulted,Legal Notice,
146746,52055,James Cherry,151920.49,5425.73,18,28,54257.3,05-01-2025,Late,None,Bank Transfer
667058,42327,Angela Golden,433461.52,9222.59,19,47,258232.52,18-07-2023,Defaulted,Reminder Sent,Credit Card
790851,15236,Michelle Griffin,383105.87,7094.55,33,54,148985.55,17-11-2024,,None,Credit Card
237170,43720,Terri Stewart,217566.29,3816.95,32,57,95423.75,15-05-2025,Defaulted,None,Credit Card
300309,72722,Bonnie Simpson,199428.29,3835.16,44,52,30681.28,06-06-2025,Defaulted,None,UPI
524639,68380,Brittany Bryant,35291.3,608.47,41,58,10343.99,14-04-2024,Defaulted,None,Bank Transfer
339229,64481,Lindsey Edwards,317491.61,13228.82,11,24,171974.66,23-08-2023,Late,None,Credit Card
449218,64522,Joshua Taylor,659425.32,16908.34,35,39,67633.36,28-06-2023,On Time,Legal Notice,UPI
439274,20370,Stephanie Foster,355579.97,7730,41,46,38650,10-12-2023,Late,Reminder Sent,Bank Transfer
504583,62896,Tracey Martinez,585297.04,16258.25,5,36,504005.75,18-09-2023,Defaulted,Reminder Sent,UPI
100879,30567,Jeremiah Gibson,546960.02,13340.49,24,41,226788.33,10-12-2023,Late,Legal Notice,Credit Card
908814,31500,Colleen Estrada,256020.12,7758.19,25,33,62065.52,01-02-2024,Defaulted,Legal Notice,Cash
487696,20018,Ricardo Lucero,298091.44,14904.57,7,20,193759.41,14-07-2024,On Time,Legal Notice,UPI
194248,26332,Janice Sexton,272034.16,4533.9,11,60,222161.1,07-08-2024,Defaulted,None,Cash
250100,38938,Wesley Osborne,861440.42,26920.01,4,32,753760.28,12-03-2025,Defaulted,Collection Agency,Cash
807287,99552,Brett Hernandez,89562.97,1756.14,51,51,0,24-01-2025,On Time,Collection Agency,
561559,69181,Mario Freeman,982685.32,39307.41,13,25,471688.92,16-08-2024,Defaulted,Legal Notice,Cash
855291,66771,Stephen Stokes,665350.92,11089.18,53,60,77624.26,25-06-2024,Late,Reminder Sent,Bank Transfer
546669,15498,Joel Myers,175683.66,13514.13,5,13,108113.04,16-06-2025,Late,Reminder Sent,UPI
855240,90061,Danny Bowen,213192.01,4099.85,5,52,192692.95,05-03-2024,Late,Collection Agency,UPI
403514,88437,Whitney Gray,792434.69,31697.39,24,25,31697.39,21-05-2025,Late,Collection Agency,
274571,83260,Wendy Small,874416.97,23632.89,5,37,756252.48,12-11-2023,On Time,Collection Agency,Cash
245603,57472,Jon Jenkins,251373.92,7855.44,32,32,0,14-02-2024,Late,Collection Agency,Credit Card
736227,32719,Rachael Gates,291052.56,7098.84,28,41,92284.92,14-11-2023,On Time,Reminder Sent,UPI
106669,46833,Matthew Gregory,832489.86,59463.56,1,14,773026.28,04-02-2024,On Time,Collection Agency,Cash
326391,25573,Diana Macdonald,27763.36,750.36,6,37,23261.16,24-05-2024,Late,Legal Notice,Credit Card
809739,20328,Karen Campbell,891332.8,18964.53,4,47,815474.79,25-11-2023,Defaulted,Collection Agency,Bank Transfer
392769,59818,Elizabeth Hill,41342.35,1148.4,29,36,8038.8,14-02-2025,Defaulted,Collection Agency,Bank Transfer
947466,85450,Christopher Sanders,313843.89,14944.95,4,21,254064.15,06-11-2023,On Time,Reminder Sent,Bank Transfer
900467,50755,Anna Bray,36373.26,790.72,26,46,15814.4,10-07-2023,On Time,Reminder Sent,UPI
184812,97239,Megan Silva,109894.79,3052.63,33,36,9157.89,07-02-2024,On Time,Legal Notice,UPI
197555,72961,George Sullivan,840174.42,16803.49,31,50,319266.31,23-08-2023,Defaulted,Reminder Sent,UPI
943272,41305,Michael Stewart,428717.21,8244.56,29,52,189624.88,17-08-2024,Late,,UPI
398683,29623,Erin Olsen,422294.32,16242.09,12,26,227389.26,09-04-2025,Late,Collection Agency,Cash
336698,15356,Andrew Hernandez,27639.74,1535.54,7,18,16890.94,07-12-2023,Defaulted,Reminder Sent,Bank Transfer
531662,16231,Elizabeth Perkins,594663.53,42475.97,0,14,594663.58,20-05-2025,Late,Collection Agency,Cash
811550,18933,Andrew Hall,392042.51,7000.76,32,56,168018.24,04-08-2024,Defaulted,Collection Agency,Cash
467202,28697,Catherine Coffey,922747.29,30758.24,16,30,430615.36,31-07-2023,Late,None,
474370,54014,Marcia Schroeder,562880.44,14432.83,4,39,505149.05,18-08-2024,Late,None,
510706,14472,Patricia Johnson,197711.78,4707.42,27,42,70611.3,21-11-2023,,Legal Notice,Bank Transfer
848178,65931,John Wright,276128.61,5635.28,0,49,276128.72,26-12-2023,Late,None,Cash
535434,74840,Jessica Navarro,957880.77,31929.36,28,30,63858.72,19-07-2023,,None,UPI
425264,14437,Michael Sellers,520869.44,28937.19,13,18,144685.95,30-11-2023,Late,None,Bank Transfer
826577,26682,Jeremiah Walker,381414.8,6934.81,31,55,166435.44,21-09-2023,On Time,Collection Agency,Cash
652249,70658,Cheryl Brown,206906.11,5305.28,13,39,137937.28,08-12-2023,Late,Legal Notice,UPI
725537,70238,Christina Martinez,654650.34,13093.01,21,50,379697.29,02-11-2023,Late,Collection Agency,Bank Transfer
471557,96208,Robert Hutchinson,238469.26,4585.95,29,52,105476.85,15-08-2023,On Time,None,UPI
986759,41025,Mindy Smith,820935.58,16096.78,42,51,144871.02,07-03-2024,Defaulted,,UPI
626770,40964,Angel Holmes,329931.63,7172.43,14,46,229517.76,16-05-2025,Defaulted,None,Credit Card
860583,58987,Dawn Reynolds,592740.02,12885.65,33,46,167513.45,31-05-2024,On Time,Legal Notice,Credit Card
549614,88503,John Smith DDS,634693.93,14760.32,42,43,14760.32,29-06-2023,On Time,Reminder Sent,Credit Card
467915,42937,Chad Mosley,809772.19,16195.44,47,50,48586.32,17-02-2024,Late,Legal Notice,UPI
601606,85976,Barbara Miller,468015.6,23400.78,10,20,234007.8,20-09-2024,Defaulted,Reminder Sent,UPI
321072,37247,David Cooley,489126.21,12871.74,9,38,373280.46,10-04-2024,Defaulted,Legal Notice,Bank Transfer
778578,78662,Sabrina Snyder,548729.39,9976.9,24,55,309283.9,01-11-2024,On Time,Collection Agency,
677280,62459,Dennis Williams,232547.4,5813.68,36,40,23254.72,02-09-2023,Defaulted,Legal Notice,Cash
284980,62569,Christopher Sanders DDS,715538.58,16262.24,40,44,65048.96,07-07-2024,Late,None,Bank Transfer
532771,17784,Molly Whitney,219746.31,5634.52,30,39,50710.68,05-04-2025,On Time,Legal Notice,Credit Card
564476,63725,Alexandra Jones,748634.32,17824.63,18,42,427791.12,08-04-2024,On Time,Reminder Sent,Cash
747158,53258,Daniel Green,970971.65,22067.54,37,44,154472.78,02-01-2025,Late,Legal Notice,Credit Card
306272,89375,Yesenia Byrd,224925.42,7028.92,28,32,28115.68,22-06-2023,Late,,UPI
870747,78656,Martha Perez,649718.64,24063.65,23,27,96254.6,06-07-2024,On Time,None,
146175,60324,Scott Johnson,925627.68,71202.13,1,13,854425.56,06-07-2024,Defaulted,Collection Agency,Bank Transfer
256222,88391,Ian Miller,982712.55,49135.63,4,20,786170.08,11-04-2024,Late,,Credit Card
582936,28147,Jordan Villarreal,692960.93,16115.37,26,43,273961.29,20-09-2024,On Time,Collection Agency,Bank Transfer
544954,30295,Patrick Beard,446481.94,7972.89,32,56,191349.36,29-05-2025,Defaulted,None,Credit Card
436702,45314,Shelby Jenkins,634896.37,37346.85,5,17,448162.2,04-09-2024,On Time,None,UPI
227760,70268,Daniel Hall,352934.96,9803.75,14,36,215682.5,13-01-2025,Defaulted,Reminder Sent,Bank Transfer
993017,39102,Jordan Todd PhD,933255.67,26664.45,2,35,879926.85,25-02-2025,Late,Collection Agency,Cash
350799,88083,William Lopez,835016.98,14152.83,37,59,311362.26,18-12-2023,Late,Reminder Sent,UPI
898482,62904,Monica Joseph,921366.66,17384.28,22,53,538912.68,13-01-2025,Late,Reminder Sent,Cash
346662,83348,Shawn Johnson,173741.52,4040.5,15,43,113134,26-01-2024,On Time,Reminder Sent,UPI
983071,86632,Darlene Webb,69684.93,4355.31,4,16,52263.72,15-05-2025,Defaulted,Collection Agency,Cash
365682,96821,Amy Page,72117.74,5547.52,12,13,5547.52,17-12-2023,On Time,None,UPI
839428,12207,Glen Smith,326007.53,5525.55,27,59,176817.6,25-12-2023,Late,Reminder Sent,Bank Transfer
994695,71528,Dana Manning,215129.61,5661.31,32,38,33967.86,08-03-2025,Defaulted,Collection Agency,Cash
582337,49810,Jared Butler,992717.48,41363.23,9,24,620448.45,21-11-2023,Defaulted,None,UPI
764870,31098,Gabriel Owen,496772.44,24838.62,20,20,0,04-11-2023,On Time,Legal Notice,Bank Transfer
814401,22947,Linda Watson,567161.25,21005.97,17,27,210059.7,13-01-2024,Late,Reminder Sent,Credit Card
660988,22942,Anthony Allen,169839.76,4043.8,32,42,40438,26-08-2023,Late,Collection Agency,Credit Card
379430,93133,Joseph Guerrero,582571.84,21576.73,21,27,129460.38,29-06-2023,Late,Legal Notice,Credit Card
700818,74864,Lauren Murphy,712462.28,13969.85,19,51,447035.2,31-05-2025,Defaulted,Reminder Sent,Bank Transfer
224185,27416,David Rodriguez,908900.04,47836.84,3,19,765389.44,19-03-2025,On Time,None,Bank Transfer
720527,94160,Paul Jones,496184.9,16005.96,25,31,96035.76,18-07-2023,Defaulted,Reminder Sent,Credit Card
566063,14776,Martin Guerra,451117.25,14552.17,9,31,320147.74,08-02-2024,Defaulted,Reminder Sent,Credit Card
861781,22617,Andrew Doyle,759597.19,29215.28,14,26,350583.36,21-02-2024,Late,Reminder Sent,Bank Transfer
157670,59065,Lori Rice,220800.89,16984.68,11,13,33969.36,01-10-2023,Late,Legal Notice,Bank Transfer
258221,49289,Kimberly Cordova,582571.42,20806.12,24,28,83224.48,16-01-2025,Late,Legal Notice,UPI
339225,56180,Rachel Martinez,322480.08,6449.6,38,50,77395.2,31-07-2024,Late,Reminder Sent,Bank Transfer
487069,83315,Erik King,734981.09,31955.7,18,23,159778.5,16-02-2025,On Time,Collection Agency,Cash
748741,91933,Nathan Wilson,169302.86,3847.79,0,44,169302.76,31-07-2024,Defaulted,Legal Notice,Credit Card
537666,55404,Amber Lee,882251.31,15478.09,4,57,820338.77,07-05-2024,Late,Reminder Sent,Credit Card
559872,86710,Kari Kane,742118.32,15460.8,21,48,417441.6,01-03-2025,Defaulted,Reminder Sent,UPI
139052,66736,Michelle Gill,646123.18,30767.77,16,21,153838.85,15-02-2025,Defaulted,None,Bank Transfer
769591,75756,Steven Wong,934913.62,23372.84,14,40,607693.84,09-08-2024,Late,Legal Notice,UPI
594729,23334,Sara Wilson,363288.54,19120.45,10,19,172084.05,19-12-2023,On Time,None,Credit Card
791108,18364,Olivia Morris,352078.88,7823.98,16,45,226895.42,16-11-2023,Defaulted,Legal Notice,UPI
355902,43978,Jamie Richardson,434092.72,24116.26,2,18,385860.16,19-08-2023,On Time,Reminder Sent,UPI
970741,62837,Daniel Hess,450923.18,18036.93,15,25,180369.3,05-10-2023,On Time,,Bank Transfer
488133,52600,Daniel Morales,175673.58,3137.03,35,56,65877.63,19-06-2024,Defaulted,None,UPI
186226,36094,Erin Chapman,545105.69,20965.6,6,26,419312,23-06-2023,Late,Collection Agency,Cash
531094,47794,Jared Jenkins,316938,14406.27,3,22,273719.13,01-01-2025,Late,,Bank Transfer
517228,41204,Victoria Keller,622255.59,41483.71,12,15,124451.13,30-05-2024,,Reminder Sent,Cash
172767,93372,Cassandra Morgan,88376.47,3273.2,6,27,68737.2,02-01-2025,,Collection Agency,Bank Transfer
972819,46906,Maria Carney,883233.28,33970.51,7,26,645439.69,12-01-2025,On Time,None,UPI
976739,86804,Rhonda Charles,630824.8,12616.5,47,50,37849.5,06-02-2024,Defaulted,,Credit Card
596110,64966,Bradley Freeman,171305.96,6588.69,8,26,118596.42,26-09-2024,Late,Collection Agency,Cash
385986,47102,Melanie Dunn,277021.81,9893.64,16,28,118723.68,03-05-2024,Defaulted,None,Bank Transfer
563821,20575,Sarah Kaiser,613753.15,13058.58,32,47,195878.7,06-07-2023,Late,Legal Notice,UPI
690134,97606,Jonathan Cameron,678887.36,27155.49,23,25,54310.98,27-12-2023,Late,,Credit Card
287862,27285,Lauren Lopez,226525.22,11326.26,3,20,192546.42,09-09-2023,Late,None,UPI
791117,47351,Tracey Allen,624636.76,10769.6,38,58,215392,17-11-2024,Late,Collection Agency,Cash
268517,51732,Ian Whitehead,942742.82,30411.06,4,31,821098.62,30-01-2024,Late,Collection Agency,Bank Transfer
481670,54931,Dustin Graves,103721.63,7408.69,1,14,96312.97,04-02-2025,On Time,None,Cash
178074,71754,Mary Simpson,827660.43,30654.09,24,27,91962.27,21-02-2025,On Time,Collection Agency,Credit Card
217554,92687,Kelly Hall,78318.76,2303.49,11,34,52980.27,14-09-2023,Late,Collection Agency,Cash
756915,15616,David King,544556.91,13613.92,25,40,204208.8,09-10-2023,Late,None,Cash
821886,44918,Emily Green,682174.06,17054.35,3,40,631010.95,14-07-2024,On Time,None,Cash
170043,91027,Caitlyn Hansen,319321.19,15966.06,13,20,111762.42,22-03-2025,Late,Legal Notice,UPI
368672,72462,James Mckinney,814934.06,16631.31,27,49,365888.82,09-12-2024,Late,Collection Agency,Credit Card
246262,41402,Maria Adkins,991310.47,30039.71,31,33,60079.42,04-08-2024,Late,None,UPI
428291,89988,Sylvia Green,876951.26,25792.68,26,34,206341.44,13-08-2024,On Time,Collection Agency,Cash
417623,94798,Arthur Thompson,705149.51,26116.65,20,27,182816.55,06-07-2023,Late,Collection Agency,Bank Transfer
646518,85807,Julia Crosby,277228.07,7492.65,12,37,187316.25,02-08-2024,On Time,None,Bank Transfer
616320,22280,Ronnie Clark,54258.65,951.91,19,57,36172.58,21-01-2024,On Time,Reminder Sent,Cash
380067,11008,Laura Green,916902.05,16670.95,1,55,900231.3,16-02-2024,,Collection Agency,Credit Card
805259,38662,Ashley Castro,972710.7,46319.56,2,21,880071.64,23-10-2023,Defaulted,Reminder Sent,Credit Card
990371,80868,Jennifer Davies,309676.49,17204.25,3,18,258063.75,25-07-2023,Late,Collection Agency,Credit Card
889410,80012,Jeff Dickson,778884.12,25125.29,10,31,527631.09,30-08-2024,On Time,None,Credit Card
763008,47092,Devin Scott,10876.7,184.35,30,59,5346.15,15-03-2024,Defaulted,Reminder Sent,UPI
768003,90938,David Huffman,565240.6,17128.5,2,33,530983.5,16-10-2023,On Time,Collection Agency,UPI
494098,55493,David Patton,748887.52,20240.2,28,37,182161.8,25-11-2024,On Time,Collection Agency,UPI
588371,39989,Jimmy Howell,257415.16,10296.61,8,25,175042.37,15-05-2025,Late,Reminder Sent,Credit Card
210739,88715,Daniel Ruiz,605749.05,12888.28,25,47,283542.16,01-08-2024,Late,,Credit Card
630305,14147,Aaron Johnson,359430.35,7987.34,5,45,319493.6,22-01-2025,Defaulted,None,UPI
953063,95748,Eric Nelson,601225.48,33401.42,18,18,0,22-12-2023,Defaulted,Reminder Sent,Cash
366703,23730,Patricia Patterson DDS,477441.38,22735.3,14,21,159147.1,16-03-2024,Late,Reminder Sent,Bank Transfer
151716,10146,Michael Curtis,709913.68,15432.91,9,46,571017.67,21-05-2025,On Time,Collection Agency,Cash
553492,15733,Jose Brown,80513.41,3220.54,6,25,61190.26,08-08-2023,Late,Reminder Sent,Cash
420286,47337,Kimberly Watkins,403452.24,8233.72,42,49,57636.04,13-11-2023,On Time,None,Cash
747274,17833,Joseph Burke,37311,761.45,7,49,31980.9,17-03-2025,Late,Reminder Sent,UPI
316835,94843,Michael Rodriguez,486820.04,14752.12,4,33,427811.48,14-01-2025,Defaulted,None,
743326,45005,Brittany Roth,732699.58,45793.72,3,16,595318.36,25-11-2023,Late,Reminder Sent,Bank Transfer
958633,19583,Michelle Boyd,550154.19,15718.69,29,35,94312.14,22-01-2025,Defaulted,Legal Notice,UPI
449104,82797,Sabrina Anderson,425149.67,13714.51,3,31,384006.28,22-01-2025,Late,Legal Notice,Bank Transfer
543715,38066,Tiffany Reilly,739489.39,26410.34,7,28,554617.14,06-10-2023,Late,Collection Agency,Cash
820260,50236,Laura Rogers,737508.16,15691.66,17,47,470749.8,06-11-2024,Late,Collection Agency,Credit Card
452058,87104,Dawn Frost,679465.93,18874.05,21,36,283110.75,08-06-2025,Late,Legal Notice,UPI
674461,90892,Courtney Abbott,346653.41,11555.11,15,30,173326.65,02-03-2024,On Time,Collection Agency,Bank Transfer
684432,22617,Ryan Kemp MD,943060.75,33680.74,15,28,437849.62,05-09-2023,Defaulted,Reminder Sent,UPI
296025,20198,Harold Banks,371469.07,6753.98,14,55,276913.18,29-05-2025,Late,Collection Agency,Cash
936771,28734,Diane Henderson,420282.68,17511.78,4,24,350235.6,02-03-2024,On Time,Collection Agency,Cash
146393,15888,Zachary Moore,980108.3,25792.32,15,38,593223.36,15-07-2023,Defaulted,None,Cash
678830,41811,Jamie Johnson,873245.47,72770.46,12,12,0,17-01-2024,Late,Reminder Sent,Credit Card
945074,68212,Diana Ramirez,25795.45,1612.22,15,16,1612.22,18-08-2024,On Time,Collection Agency,
773348,57628,Helen Alexander,615132.11,10605.73,16,58,445440.66,25-01-2025,Late,Legal Notice,Cash
575471,25556,Sarah Jimenez,265546.6,10621.86,21,25,42487.44,23-12-2023,Late,Collection Agency,Credit Card
601064,19932,Brian Mccoy,48842.48,1320.07,28,37,11880.63,20-11-2024,On Time,Reminder Sent,Bank Transfer
393398,12423,Mark Jackson,589046.68,12271.81,44,48,49087.24,20-12-2023,Late,Reminder Sent,Bank Transfer
308478,27405,Elizabeth Morton,186675.57,7179.83,24,26,14359.66,19-04-2024,Defaulted,None,Bank Transfer
338237,84632,Brenda Stewart,868282.28,18089.21,13,48,633122.35,30-11-2023,Late,Reminder Sent,
720268,58843,Cathy Anderson,577450.32,15606.77,16,37,327742.17,21-03-2024,Defaulted,Legal Notice,Credit Card
442571,20463,Shaun Evans,734128.8,16313.97,9,45,587302.92,22-02-2025,Defaulted,None,Bank Transfer
307046,36376,Scott Dyer,340814.36,6430.46,4,53,315092.54,15-05-2025,Defaulted,None,Bank Transfer
886643,86402,George Perry,663890.63,28864.81,13,23,288648.1,03-02-2025,Late,,Bank Transfer
341314,28771,Heather Pratt,389827.94,15593.12,11,25,218303.68,21-11-2024,On Time,,Credit Card
988026,88316,Joseph Nguyen,827567.4,26695.72,5,31,694088.72,18-03-2024,Defaulted,Legal Notice,Bank Transfer
190059,17542,Emily Powell,52996.32,913.73,49,58,8223.57,11-09-2023,Late,Collection Agency,Cash
736058,99404,Robert Wilson,174532.6,5454.14,14,32,98174.52,16-05-2024,Defaulted,None,Credit Card
517088,17001,Jennifer Sanchez,91060.44,1597.55,19,57,60706.9,17-07-2024,Late,None,Bank Transfer
389080,53180,Jacqueline Townsend,175735.43,3083.08,49,57,24664.64,26-09-2023,Defaulted,Legal Notice,Cash
792248,88073,Aaron Neal,285900.84,6215.24,10,46,223748.64,28-02-2025,On Time,None,Credit Card
531869,85963,Katherine Zamora,172762.82,10162.52,9,17,81300.16,13-07-2023,On Time,Reminder Sent,Bank Transfer
125321,15691,Sean Rodriguez,936825.97,33458.07,10,28,602245.26,24-12-2023,Late,Reminder Sent,UPI
187988,40876,Donald Fernandez,645909.89,12421.34,32,52,248426.8,22-03-2025,On Time,Legal Notice,Credit Card
289247,52571,Nicholas Small,462170,14908.71,22,31,134178.39,02-09-2024,Late,None,Credit Card
568303,56142,Veronica Becker,931353.73,22715.94,40,41,22715.94,26-03-2025,Defaulted,Collection Agency,Credit Card
309647,78369,Barbara Porter,435350.72,27209.42,15,16,27209.42,11-05-2025,Late,Reminder Sent,UPI
107679,77858,Alexandria Harrison,838343.21,33533.73,12,25,435938.49,01-12-2024,Defaulted,Legal Notice,UPI
660999,66276,Daniel Russell,404095.85,12245.33,23,33,122453.3,11-10-2023,Defaulted,Reminder Sent,UPI
498174,76751,Austin Mullins,104212.53,2368.47,10,44,80527.98,30-07-2024,Defaulted,Legal Notice,Bank Transfer
333522,91465,Yolanda Brady,976759.53,51408.4,14,19,257042,18-11-2023,On Time,Reminder Sent,Cash
908837,22151,Katie Perez,39914.54,1735.41,19,23,6941.64,27-05-2024,On Time,None,Bank Transfer
256672,71975,Ashley James,847789.68,15414.36,51,55,61657.44,24-12-2024,Late,Legal Notice,UPI
789018,91397,Ashlee David,146702.93,4191.51,34,35,4191.51,02-04-2024,Late,Reminder Sent,Bank Transfer
882269,50182,Lisa Edwards,738396.73,13185.66,31,56,329641.5,02-10-2024,On Time,None,Credit Card
325053,25164,Amy Johnson,166018.55,13834.88,9,12,41504.64,09-03-2025,Defaulted,Reminder Sent,
123040,16398,Katie Nelson,882466.7,19184.06,45,46,19184.06,10-12-2023,Defaulted,Reminder Sent,Cash
744874,30947,Tyler Romero,952270.16,27207.72,30,35,136038.6,05-08-2024,On Time,None,Credit Card
906988,28548,Michael Williams,494512.24,8526.07,27,58,264308.17,19-08-2024,On Time,Legal Notice,Bank Transfer
541973,10450,Darren Warren,306163.44,16113.87,19,19,0,24-11-2024,Late,Legal Notice,UPI
668059,47096,Angela Elliott,569383.44,28469.17,13,20,199284.19,14-01-2024,Late,Reminder Sent,UPI
878773,24511,Rhonda Campbell,549790.42,18326.35,18,30,219916.2,24-05-2025,,Legal Notice,Cash
819356,35692,Barbara Whitaker,283893.31,14941.75,0,19,283893.25,03-08-2024,Defaulted,None,UPI
200485,39849,Kenneth Duarte,226558.2,13326.95,15,17,26653.9,19-08-2023,On Time,None,Bank Transfer
419885,22397,Jacqueline Carter,264568.1,13228.4,18,20,26456.8,25-01-2025,On Time,None,
939753,25101,Lisa Le,314937.56,14315.34,22,22,0,11-11-2024,Late,None,Bank Transfer
955881,26152,Monica Wallace DDS,931231.15,15520.52,31,60,450095.08,08-04-2025,Late,Reminder Sent,Bank Transfer
763344,47715,Jerome Orozco,606345.4,11889.13,50,51,11889.13,09-11-2024,On Time,,Bank Transfer
941129,26253,Theresa Ford,766740.8,34851.85,2,22,697037,25-09-2023,Defaulted,,Credit Card
700295,68575,Samuel Murray,692981.64,22354.25,19,31,268251,25-04-2025,Defaulted,Legal Notice,Bank Transfer
114158,45180,Rose Warren,862497.99,23310.76,30,37,163175.32,01-02-2024,Defaulted,Reminder Sent,Bank Transfer
931338,77280,Rodney Mclaughlin,36102.68,722.05,31,50,13718.95,24-01-2025,On Time,Collection Agency,Cash
358181,82068,Nicole Williams,981486.59,22306.51,44,44,0,25-03-2024,On Time,Legal Notice,Cash
829971,76070,Adam Hogan,88161.41,2843.92,11,31,56878.4,25-02-2025,,Legal Notice,
916360,79491,Cassandra Foster,585354.86,13937.02,3,42,543543.78,23-08-2024,On Time,None,Cash
997536,47179,Ashley Moore,454150.82,8109.84,11,56,364942.8,25-07-2024,Defaulted,Legal Notice,Credit Card
961046,59623,Melissa Sherman,937682.96,22325.78,36,42,133954.68,31-07-2024,Defaulted,Legal Notice,Cash
108322,34447,Judy Smith,812330.15,17283.62,30,47,293821.54,25-07-2023,On Time,Reminder Sent,UPI
754928,74302,Bobby Lee,895726.7,21846.99,27,41,305857.86,17-01-2025,Defaulted,None,UPI
780563,47391,Robert Saunders,444468.55,7797.69,38,57,148156.11,24-07-2024,On Time,Collection Agency,UPI
297132,21191,Bryan Dennis,833932.09,23826.63,33,35,47653.26,11-06-2025,Defaulted,None,Credit Card
899030,47868,Julia Mendoza,629075.44,29955.97,8,21,389427.61,27-08-2024,On Time,Reminder Sent,Bank Transfer
753361,58254,Courtney Cruz,950127.84,16381.51,17,58,671641.91,19-09-2023,,Reminder Sent,Cash
922721,90295,Kimberly Garcia,738179.53,13669.99,52,54,27339.98,02-01-2025,Defaulted,None,Credit Card
346550,77751,Thomas Clark,825477.7,20636.94,29,40,227006.34,30-05-2024,Defaulted,Legal Notice,Bank Transfer
304149,81870,Rebecca Brewer,854772.1,25902.18,20,33,336728.34,12-08-2023,Defaulted,,UPI
961595,21179,Zoe Sanchez,140738.45,4691.28,26,30,18765.12,15-07-2023,Late,Legal Notice,Credit Card
214437,89984,Michael Caldwell,531150.89,9157.77,38,58,183155.4,09-01-2025,Late,,Cash
393054,83699,Vincent Wood,845440.92,15371.65,44,55,169088.15,12-04-2025,On Time,Collection Agency,Cash
355215,30485,Jacob Patel,589096.98,19003.13,21,31,190031.3,20-03-2024,,Collection Agency,Credit Card
297096,37286,Alan Olson,188674.85,8984.52,1,21,179690.4,13-02-2024,On Time,None,
944901,47250,Blake Barker,918432.36,61228.82,3,15,734745.84,17-06-2025,On Time,Legal Notice,Cash
604901,49896,Erica Thomas,770465.91,21401.83,26,36,214018.3,10-09-2023,Late,None,Cash
224010,22516,Christina Williams,522745.8,14128.26,24,37,183667.38,29-10-2024,On Time,Legal Notice,Cash
560928,91164,Kenneth Fuentes,76867.92,2745.28,22,28,16471.68,15-08-2024,Defaulted,None,Cash
872392,30723,Brittany Pittman,786905.53,15429.52,39,51,185154.24,28-04-2025,On Time,Reminder Sent,UPI
879124,17716,Rachel Walls,726310.53,18157.76,4,40,653679.36,19-10-2024,Defaulted,Collection Agency,Bank Transfer
433849,29756,Julie Lopez,953759.39,22708.56,36,42,136251.36,20-07-2024,On Time,Reminder Sent,Credit Card
457291,23421,Willie Ramirez,862314.57,20053.83,10,43,661776.39,05-05-2025,Defaulted,None,Credit Card
482564,55214,James Wiley,113647.82,2841.2,28,40,34094.4,21-05-2025,On Time,Reminder Sent,UPI
921766,59607,Michelle King,541782.61,27089.13,2,20,487604.34,14-11-2023,Late,Reminder Sent,Cash
929681,48868,Eric Roberts,780069.73,43337.21,13,18,216686.05,27-09-2024,On Time,None,Cash
357030,69924,Holly Wood,188590,3492.41,15,54,136203.99,20-09-2023,Defaulted,None,UPI
260851,86744,Sandra Cohen,187123.99,3171.59,33,59,82461.34,05-01-2025,Late,None,Credit Card
414251,61792,Brittney Mills,659698.88,15707.12,17,42,392678,07-02-2025,Late,None,UPI
148043,47987,Karen Roberts,987130.06,31842.91,19,31,382114.92,21-11-2024,Late,Reminder Sent,Bank Transfer
347097,48672,Candace Welch,534725.97,9381.16,24,57,309578.28,18-04-2025,Late,Reminder Sent,UPI
249477,58226,Dr. Melissa Sanders,942485.77,29452.68,18,32,412337.52,16-10-2023,On Time,None,Cash
754559,50245,Nichole Coleman,582940.08,18216.88,18,32,255036.32,26-07-2023,Late,Legal Notice,UPI
175773,49971,Steven White,584041.15,13905.74,39,42,41717.22,28-11-2024,Defaulted,Collection Agency,Bank Transfer
641362,58005,Mrs. Rachel Stone DVM,526125.17,19486.12,5,27,428694.64,16-06-2025,Defaulted,None,UPI
780864,53893,Heather Adams,725579.95,15116.25,38,48,151162.5,03-04-2024,Defaulted,None,Bank Transfer
391358,77271,Melissa Armstrong,855243.64,20859.6,8,41,688366.8,03-04-2024,Defaulted,Legal Notice,Credit Card
224569,57319,Gregory Hartman,46684.07,2917.75,9,16,20424.25,09-12-2024,On Time,,Credit Card
990481,39215,Gloria Anderson,41319.23,1377.31,10,30,27546.2,10-04-2025,On Time,Reminder Sent,Cash
150342,70152,Cindy Golden,555686.73,12080.15,43,46,36240.45,16-04-2024,Late,Collection Agency,UPI
560491,42471,Cynthia Stout,90734.46,3629.38,10,25,54440.7,29-05-2025,On Time,Collection Agency,Cash
